benchmark,jobs,infra,initial_divides,online_divides,initial_timeout,timeout_factor,timeout,future_mode,trial,painless_mode,duration,result,family,start_time,end_time,hostname
random_ksat_90.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4176902770996094,SAT,3sat,1613718770.748754,1613718771.1721961,vsl050
random_ksat_84.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3.2837705612182617,SAT,3sat,1613718767.02779,1613718771.2864017,vsl050
random_ksat_91.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.9691312313079834,SAT,3sat,1613718770.699703,1613718771.673908,vsl002
random_ksat_82.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,5.191936731338501,SAT,3sat,1613718766.6938252,1613718771.8908467,vsl050
random_ksat_93.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.21655488014221191,SAT,3sat,1613718771.6932323,1613718771.9156775,vsl050
random_ksat_87.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,3.9831387996673584,SAT,3sat,1613718768.3610969,1613718772.3527415,vsl021
random_ksat_94.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4170339107513428,SAT,3sat,1613718772.3047626,1613718772.7296753,vsl002
random_ksat_85.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.582326889038086,SAT,3sat,1613718767.4109762,1613718773.0123732,vsl021
random_ksat_67.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,14.979249000549316,SAT,3sat,1613718757.1774626,1613718773.135037,vsl083
random_ksat_95.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.7695906162261963,SAT,3sat,1613718772.505311,1613718773.2809794,vsl050
random_ksat_42.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,32.58790636062622,UNSAT,3sat,1613718740.6496263,1613718773.2449389,vsl002
random_ksat_96.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41666507720947266,SAT,3sat,1613718773.098012,1613718773.5201478,vsl021
random_ksat_97.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4179115295410156,SAT,3sat,1613718773.6113992,1613718774.0364008,vsl021
random_ksat_100.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,46.92656970024109,UNSAT,3sat,1613718727.827968,1613718774.762159,vsl024
random_ksat_98.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.9695680141448975,SAT,3sat,1613718773.823754,1613718774.7988153,vsl083
random_ksat_88.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,6.343416690826416,SAT,3sat,1613718768.6033707,1613718774.9517953,vsl002
random_ksat_93.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,2.7297799587249756,SAT,3sat,1613718771.3676012,1613718775.0903442,vsl050
random_ksat_52.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,26.79400134086609,UNSAT,3sat,1613718748.3621354,1613718775.2050405,vsl050
random_ksat_9.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.11652684211730957,SAT,3sat,1613718775.3512173,1613718775.472826,vsl024
random_ksat_53.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,26.177804231643677,UNSAT,3sat,1613718749.6366465,1613718775.8196564,vsl002
random_ksat_80.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,9.149114847183228,SAT,3sat,1613718766.0513148,1613718776.1061635,vsl002
random_ksat_90.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.638015270233154,SAT,3sat,1613718770.5485055,1613718776.157992,vsl021
random_ksat_89.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.396328687667847,SAT,3sat,1613718768.8860059,1613718776.2821326,vsl021
random_ksat_59.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,24.387019395828247,SAT,3sat,1613718752.1743846,1613718776.5667036,vsl050
random_ksat_8.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,5.84683895111084,SAT,3sat,1613718769.7183871,1613718776.6238937,vsl002
random_ksat_94.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3.6297414302825928,SAT,3sat,1613718772.3291202,1613718776.9982395,vsl050
random_ksat_95.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.6880786418914795,SAT,3sat,1613718772.2874064,1613718778.0364096,vsl002
random_ksat_96.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.534580230712891,SAT,3sat,1613718772.5491776,1613718778.0869513,vsl050
random_ksat_91.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.695576190948486,SAT,3sat,1613718770.694235,1613718778.2824628,vsl002
random_ksat_98.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3.58331298828125,SAT,3sat,1613718773.850372,1613718778.4775352,vsl050
random_ksat_78.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,14.395188093185425,SAT,3sat,1613718763.50499,1613718778.7734342,vsl021
random_ksat_87.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,9.706881999969482,SAT,3sat,1613718768.1421254,1613718778.884581,vsl021
random_ksat_3.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,40.317633867263794,UNSAT,3sat,1613718738.8452888,1613718779.167693,vsl050
random_ksat_88.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,9.716749668121338,SAT,3sat,1613718768.6385648,1613718779.2800713,vsl050
random_ksat_92.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,7.303295135498047,UNSAT,3sat,1613718771.0351937,1613718779.4031973,vsl021
random_ksat_99.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,5.646452903747559,SAT,3sat,1613718774.1234622,1613718779.7775986,vsl021
random_ksat_97.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.444387674331665,SAT,3sat,1613718773.3648584,1613718780.8087103,vsl050
random_ksat_86.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,12.374982118606567,SAT,3sat,1613718767.6583188,1613718780.9986424,vsl002
random_ksat_37.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,45.2085223197937,UNSAT,3sat,1613718736.5520678,1613718781.7684321,vsl021
random_ksat_99.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,7.457570791244507,SAT,3sat,1613718774.0460975,1613718782.62796,vsl050
random_ksat_83.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,15.24087929725647,SAT,3sat,1613718766.9007607,1613718783.126724,vsl002
random_ksat_38.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,46.52929377555847,SAT,3sat,1613718736.9182584,1613718783.4526238,vsl021
random_ksat_82.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,16.182576894760132,SAT,3sat,1613718766.6510046,1613718783.825725,vsl021
random_ksat_9.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,12.779052257537842,SAT,3sat,1613718774.7061732,1613718788.4451802,vsl021
random_ksat_40.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,51.410627365112305,UNSAT,3sat,1613718739.3911278,1613718790.8075464,vsl024
random_ksat_14.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,63.08931350708008,UNSAT,3sat,1613718728.4996567,1613718791.6057298,vsl021
random_ksat_45.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,50.28112483024597,SAT,3sat,1613718742.3894796,1613718792.7220945,vsl021
random_ksat_74.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,31.11102271080017,UNSAT,3sat,1613718761.870091,1613718792.9869223,vsl050
random_ksat_22.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,65.35295629501343,UNSAT,3sat,1613718728.5714607,1613718793.9378338,vsl050
random_ksat_43.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,58.02842926979065,UNSAT,3sat,1613718740.9549463,1613718798.9884527,vsl002
random_ksat_92.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,35.008540630340576,UNSAT,3sat,1613718771.2326388,1613718806.250617,vsl021
random_ksat_21.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,91.91662955284119,UNSAT,3sat,1613718728.5555484,1613718820.4825904,vsl050
random_ksat_41.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,84.01115822792053,UNSAT,3sat,1613718740.0945988,1613718824.1139328,vsl050
random_ksat_16.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,178.69577288627625,UNSAT,3sat,1613718728.4986649,1613718907.212429,vsl021
